A,Ea_J_mol,T_K,k
4066430354051.1626,102915.85602045247,331.72982342619264,0.0002639735672292338
10800578376.75848,106573.59942631239,304.57968463170295,5.754876946039909e-09
4081477889533.1167,110849.65953268562,316.77945288120316,2.1191070958876602e-06
1256942804289.524,58378.6044759223,315.7971922967215,271.92113311365114
16390856.433401734,113167.76262999723,316.7704539094365,3.7468057712798015e-12
48056776761.50672,39897.60285542508,327.0588784727963,20090.710789600907
7825.616295569176,47925.96550615845,335.10984251943495,0.00026101885195678367
1224645.70957975,35529.11871887523,291.2273456266795,0.5433546860882751
989342170209.1359,78571.99795403067,311.6148736056838,0.0686780129579999
2761726538852.4937,63627.7538711726,341.7278374237002,510.09208724642025
65377557.224573925,70285.10047421917,332.91506234251017,0.0006122094770855893
132577309230.84125,76377.99200987256,341.08659018085433,0.2647359815655123
12531.183997875822,100994.5504092366,326.2100318508444,8.612835375032031e-13
2855.690863791819,70956.03854288821,338.9531402589733,3.3822798106994025e-08
1418094434220.772,65659.16992980626,349.71563998524755,230.73629951208855
25454522618.241608,49688.18416184379,315.2927210226323,146.23817876301285
1572277799.7032692,108371.82234347024,329.5002178722587,1.037990725858898e-08
378178.88591488963,78080.72440535779,324.85315398248053,1.0478621619408726e-07
1882402.1313232305,108016.09722133409,308.6855200152221,9.82845214499869e-13
14221.669786234714,30419.196142357952,342.5872603459768,0.3215189823927104
2188073465.8953147,42875.88975258311,346.2699579682092,772.5070373344481
1135839439124.8538,101977.96488695045,340.56191766189465,0.0002705618493918392
1249717978.7002096,50905.97139449007,307.10776722372987,2.8478179090338442
8550.573502463092,71758.93088637173,310.7996419750356,7.619110931200736e-09
17677156321.876953,108595.59347766436,336.69372011289033,2.549105156889631e-07
61521788.898688026,36942.109420611116,308.39437990419634,35.57266071560943
3100518990267.2983,37059.1821003295,291.55180740214047,700885.3696292329
58682200.9647738,84745.700199916,304.16823438417777,1.6891590465215155e-07
713764.7795482437,95281.6188686047,299.6960117778673,1.840202687015381e-11
6920090.084206228,107014.84039205033,346.1229319957846,4.851381189744347e-10
954030.0928947784,75004.0854239967,312.609199506935,2.806445012732309e-07
423924585132.9232,72351.9014427535,335.221836751171,2.34689893712009
1209727281777.4426,31630.47303881203,307.8116391088372,5201058.742035292
11609244.456708765,68580.50703678418,315.5651834838765,5.195727347829706e-05
23920.288824181967,49291.61649668515,319.956125466691,0.00022415052463859526
3713013.1585960374,54759.282161137846,296.5284605245305,0.0008520201055858927
819939555.7940475,65736.66991371347,287.71242632891,0.0009407409210204089
12351.96806533056,102186.38932017828,317.8658852124617,2.0682779034879415e-13
46016.16496538844,114388.96189801833,334.03079403949687,6.141661992667932e-14
914748778.6749418,31380.299936885825,335.9305420112513,11944.351416277728
104846261964.90381,64880.802198159756,290.6095012163678,0.2243523568140703
2904938.258641833,98560.96004623761,285.2281485968502,2.6401694872390525e-12
35181.00270399929,36298.40412555827,340.6519613938855,0.09910935348967846
92589518534.91946,38197.64797512531,289.0906846571071,11462.582574029731
360744778.9380419,43325.57252152802,309.96832014511995,18.649419185066773
29092556637.887783,65245.64684598916,335.173626664704,1.9846917390778287
102880.23014288222,39909.93925352057,318.8604879950117,0.029314529888023123
383299.0854946164,44883.11910947877,307.94910409137583,0.009650723056900509
4368.501741054828,40527.81441503164,319.41591884973076,0.0010559314684907093
5153.5947198509,86345.65463974861,316.2896117378449,2.9565744205121896e-11
429048893.8242266,68018.23843815339,344.2901756702886,0.021056060392401002
173386503729.2164,36210.45517099175,344.8384530479423,578135.1999321455
10901577950.246069,67755.38102664748,297.78504410917503,0.01443198618385243
117381776466.5124,110075.36903770098,337.84153571305654,1.1066709993771766e-06
17631483447.011227,92236.57555149694,295.141981048792,8.626125104518638e-07
29522825549.727375,58280.849184430816,280.5503510483317,0.43342003676630264
14573301.237562088,38700.48666176147,328.1097097485695,10.227536179012308
25706562.976074357,75100.85281927227,328.5544263241034,2.9848121500296328e-05
6994411.263322646,88315.27225031222,326.482048378753,5.1749154736810375e-08
3519.3956788692303,75238.34803231656,335.480049972381,6.7432865540075676e-09
11679.750463994787,84946.96397463809,314.7900166542099,9.793294867880976e-11
895563440.3833866,60920.38296496087,321.52970320377875,0.11877458757683983
2195987786.0902696,78245.22223327355,342.68309906052156,0.002635501185767834
398097453.73005086,36044.95771210087,288.59694781899526,117.3364628024905
5043.742367328646,46791.52708703207,332.3335025913617,0.0002228837941170034
3192.548112532853,83608.54004435142,319.41767949741643,6.913202468895592e-11
1324824944.1404788,86498.75388733936,320.2779921176825,1.044682551275911e-05
65977318613.41244,80736.82990722131,333.4732878436307,0.015281911002446096
3466011511490.2285,53976.31941895027,306.3163685893844,2177.0563360673327
38123468.96566983,89294.87176395455,294.5613054076346,5.584905301604468e-09
51996102.97633671,73601.49069364814,332.0252630872671,0.00013534771478823743
9569244835123.398,103779.60392190148,316.21410342673914,6.802308172440854e-05
354344180984.752,39557.00757011639,335.30003864043374,243390.44599599284
711124799.878019,110039.77617831492,297.20007972173164,3.3209591094036927e-11
7073.174044760399,47832.336141609645,338.59451194078883,0.0003098632918140507
223655030.9836698,81426.22182441835,280.0848581553149,1.449378742639182e-07
751425890.5594603,72769.53142386395,331.0716666661065,0.002509774772974619
609262107.97946,111709.05636400802,330.1687802782458,1.3464809700925252e-09
1318.604455181488,42418.172947026294,310.0208302784997,9.511126400182612e-05
998455894.4785441,56022.01277087514,320.491755268184,0.7493235034246694
101803575559.48404,53323.38106973895,297.85640929171257,45.22582995860313
27717195994.086025,119106.8139186814,293.81625099077155,1.819808122134054e-11
53195679680.74845,40526.331832793396,294.8852934788632,3522.832665432457
300666496642.2064,50528.34784332672,347.92902897868424,7924.738663092395
7024.465058097975,60972.84817773711,344.35923190541484,3.980902314708351e-06
147321104.9744279,54875.25770397115,282.62581544089596,0.01079248449164321
76596.66410409805,114665.61170820703,346.2265220965783,3.772856177145253e-13
6830611100498.905,117142.36877662786,333.7612589086477,3.2044281519634304e-06
176522703138.2979,65465.74662067908,342.5664824363951,18.442372592132998
4409924828.228171,70316.10565845063,349.5994560741085,0.1397192839133671
3982.337916609386,100727.45809213941,336.04671590286034,9.176887547641065e-13
140206.09231407614,109014.08193007972,308.8094773674923,5.187688834321525e-14
6422.896866136713,111108.49790446537,325.0775673141699,8.955427164082456e-15
24084810.508283637,50299.2140524345,348.05590224980864,0.7102574274068114
9754866621635.686,97900.93938431391,340.1433468115374,0.009443878277163463
16593.8703425302,83178.05858908372,315.098006225719,2.7286507993950385e-10
548654833298.8038,99616.88953559121,328.72896910850517,8.369908881216094e-05
155641434.0152628,110799.1456650681,320.65215244897735,1.3713410751018757e-10
105186078.20249937,112827.85141950594,325.57125561853553,8.654940087172624e-11
25354.635408128925,108552.81956988187,291.11183803369494,8.594648215378438e-16
2727781.6272300314,49803.02198585523,290.24090726918666,0.002939493549983794
2066749889865.1553,68340.2992651393,345.67949172780163,98.73917089618874
94548.88308631034,83223.43919173937,284.7470631192459,5.285724733888526e-11
1469943.3820129312,39079.42529248426,314.01175259110806,0.4592597351655905
5109007242.711449,69000.52868821217,284.90450227233737,0.0011448428407301156
91979622181.00644,61051.46977834295,324.3472292432521,13.832321095301877
404302087160.93695,72760.11684048563,311.07107365664365,0.24174688156834329
5636162314.715012,77834.85554452249,313.0917734524618,0.0005755311977497976
4136693375812.093,119693.58181090445,294.52168620313955,2.428572192543972e-09
5651.1629150329445,112574.65187431265,331.9617011346159,1.1263164885601893e-14
3548139856.554209,54223.94007709184,347.7344456910563,25.853483584623262
1351055.0721935253,109797.54592305118,325.25904654835966,3.1186729466809735e-12
1001407337251.49,34541.37840601482,321.06823627629797,2520529.3612268073
193368.3440328428,33071.01837791902,316.56029899696415,0.6785824951560818
5779347192.622908,82091.90506976473,335.740969379586,0.0010207168868025549
3994858728.208662,51653.154372067875,313.558007021033,10.129585028029574
192069467947.91034,61298.989338668835,344.6719431048801,98.37007905016738
9679707.603163296,119915.66395170659,282.54796988755714,6.576031385456229e-16
1092.5016759925861,106246.49391355907,315.96356299485984,2.931544553515231e-15
875898.053931251,59313.44199852361,294.2846216066034,2.5770736859870577e-05
11298.852269186089,117316.3424729005,284.99643441598533,3.7011897846662074e-18
1475.5450970590175,79658.47660022601,306.61148768632876,3.89869850086844e-11
587965325446.9144,30863.248682922534,312.1745239806253,4227544.461423883
261193.09413292585,118901.9751905281,331.72119200304047,4.924826789114933e-14
753414.623478582,110480.33892231119,303.7453953352804,7.833112666605955e-14
7906868799.417773,115167.77627979807,343.3483392020506,2.443808088768243e-08
403833.987177536,60725.87154782191,314.8226513920878,3.424315419884151e-05
7388557756.562755,104595.2279366101,298.77918523292595,3.82676277488309e-09
1572542.47734791,119479.23726229824,325.05248251628893,9.797536329593022e-14
1081.267026981607,69684.24911125787,300.53419131377143,8.577546059836798e-10
3254253.314808102,113009.97341575046,333.17756943444874,6.320343622405195e-12
57827888807.43188,47913.30739449951,307.00745182347936,407.844332408999
58392.786529820616,102163.36698323028,287.7807865137752,1.6925733225834212e-14
18448176.51024569,30760.214230208614,319.16642570926524,175.56318911925226
13052301240.111343,107967.86396833956,340.0625110691013,3.334684352407314e-07
370214040.9752106,74428.81757750757,325.1618837143958,0.00040332622347526446
160484.76995688834,82675.20375828583,282.9671583535,8.886458787651665e-11
104496.375954517,43885.24959904572,285.64628442223716,0.0010261582581019683
4210278.929764503,67200.2484150969,326.69231746820753,7.556009828905115e-05
1880237488.067792,91340.32755340298,319.94493613326847,2.4100168157259105e-06
284121078.2889658,98082.69957947479,337.38105559193536,1.8171929050371666e-07
5566425918.860073,43269.25947857075,284.48569634568463,65.65376044855532
433987443.02890724,107829.6635159435,342.3733835408312,1.5249081568886957e-08
42902345.64374112,59503.41775510612,320.39339719374783,0.008760360937470905
77877050.21230209,108736.15583760072,324.84578747339094,2.5335055806676674e-10
891636252134.8129,110952.46686438759,300.1495011736795,4.4826416609658675e-08
2432.552948720917,64556.56814584527,294.99028016587124,9.284017947360833e-09
198212716328.55124,37962.326962075014,310.58823114952713,80692.0645292947
4505.723671976158,108751.86051977806,319.74991626842905,7.920328868213779e-15
28198487708.650593,95216.01414826018,310.7334607763007,2.8393990239779824e-06
50865.47803409611,115876.14999897977,281.3354836125377,1.6223081793193005e-17
3971294640.4514356,116868.36946580856,348.9671432723329,1.2807168591405985e-08
1366012784.306604,101205.6144363538,283.4937550904624,3.1351209816395004e-10
908670.7250057646,47315.601685474,312.0139435093265,0.011136017869658175
962787516766.7728,53687.38052192676,347.33065183220043,7967.817810009162
2115843410444.9294,60018.20688984575,293.1113781503783,43.36869722937286
380677687094.6186,42768.40911860648,319.360765392683,39643.15566644052
26342.96107918126,62760.29400487873,319.0311062760122,1.3880407067372263e-06
149592553662.07333,97429.55918368176,301.79592465590866,2.0360057609112086e-06
77117628405.70232,36307.23172146292,286.80919889658674,18557.539678580273
20461412.75804926,39683.65176845276,325.4852608947841,8.727946166439803
3786632.355022596,78427.05606685654,339.926712930995,3.510183027339378e-06
226384187541.84802,41183.46389507888,296.4158931006729,12462.213146661006
57889.57057493309,115533.24399852846,283.35495552135893,3.054363339460457e-17
38175.71484836033,89495.12654739791,295.87374004101576,6.1368729546291995e-12
492491.73223364167,73575.68794243169,294.7411423158914,4.572037456697206e-08
3518428.8785050465,108276.06451909656,318.7353632382644,6.526427208157993e-12
67381560019.312935,76355.20996618486,341.19885460758013,0.13493095670725014
3991.450055426138,55751.01657382613,319.9985361110837,3.213446975314569e-06
75776376.68171974,68805.13624465649,290.7725625250295,3.316051176822498e-05
25639610965.901184,79440.23429126339,329.3594276123754,0.0063727967883741845
7600330284127.583,104891.94323246213,338.5086975368436,0.00048670169370773603
15397957885.159168,54174.64807539585,349.2924601064817,122.33636558647927
503977916985.4503,119736.51260505109,319.1230021736351,1.2658901287115212e-08
290298.40614353615,118674.29543190423,308.6308463057087,2.4564590633305225e-15
6031806517024.015,79833.90467416719,313.9089308965643,0.31635718135738056
348110592136.866,97450.15269038294,325.09550882341154,7.869212860383776e-05
34529237.78320628,36937.79831533646,326.43446886232533,42.38741632270969
1335244473248.9565,34487.582751695365,306.7300105810297,1820753.3287916018
1421220294.4027777,32567.86686242535,285.3031053891583,1599.212536855424
331175277.81795937,68053.38032957341,330.88108927612285,0.0062726710516303645
4248137647.5158677,61332.03331154959,333.870801791285,1.0573478516637516
109063830.8948787,52636.37142771072,298.6533582465469,0.07042344667399013
48406047.68388543,107784.54300333926,327.9291210102159,3.2553991742438493e-10
1974463934.8610945,60375.936601519425,348.71291321864976,1.7681768422970923
18780.70824526499,50277.544916104096,284.5740026672114,1.1039350020198957e-05
165488.6103663385,41753.41494029692,284.8012561889883,0.0036629658563326487
4664.697315630872,96629.05424476552,321.4875517005922,9.685150370665333e-13
5463803.814033595,41942.052153838005,310.1223360391292,0.48051915048407745
2636.5177562848617,88752.29070101096,302.9975853184682,1.3414567767430107e-12
28879.08811901924,67794.15383626704,315.7159316640485,1.816131672776461e-07
26967.74315636786,65182.42902126163,295.4922793651501,8.432617840046112e-08
1756.6017603129822,112331.87849620308,295.43498660929714,2.5191283359489495e-17
62472054611.49201,93037.2288582469,283.8775455479517,4.86475047757045e-07
32993631803.071785,58942.98726155398,331.38320542688166,17.17050550961542
961863273090.449,61406.76451829495,314.34921757899485,59.478261014519354
35241158.42154893,110368.11990074135,285.4137148188139,2.2422891847255328e-13
527503756.5802898,93378.7219171731,337.57659732691366,1.8473646005572467e-06
120357173121.06541,44203.10254297588,335.0682094892798,15850.796534755977
5594.238496472338,91049.5291640005,324.5930511675268,1.28589898732435e-11
268035183030.82117,106499.28349891097,318.65829371973314,9.512324077588697e-07
1892066.0372216562,43568.72404876775,335.17945056898213,0.30767592871068394
23206955.078197706,64802.158412841774,318.95274643317407,0.0005769885321638434
66893009603.39551,78318.95876008514,328.19229573226806,0.022974983143604827
2337683878863.7056,43007.51869901148,283.3296215151401,27936.10877916726
1195576.605919044,117936.33450191244,315.42439297964034,3.646217477660529e-14
65337934.94941716,114995.29067997022,338.85417044682714,1.2323626129242082e-10
9944.756457518482,45549.19922958378,317.51796911505767,0.0003142343754602642
18242445170.49827,97599.18008297202,304.7982052605215,3.5636841793585365e-07
5993679868546.944,104385.63610311918,306.97106564181917,1.0267811752327432e-05
7144.780052469897,89807.85016444759,337.41113937716636,9.319017907729259e-11
221709758.60587814,56158.45196564765,343.0745416348677,0.6461858496498076
3285114.6058757524,60843.5836230825,324.63175215795854,0.0005280924720821675
644482126400.0416,80812.89112992748,342.3309662884323,0.30480535610672443
2625951591.9187274,67430.23858843197,311.5922123959636,0.013458241476359354
700439606.2874184,89738.0854192833,330.7317799809339,4.883602356155171e-06
44342.228588408696,73877.47236620836,301.2663098856589,6.910173809322673e-09
140703.7201966618,112142.67706105034,291.62399467962797,1.1874904915113867e-15
97152.73744862438,68831.13366817406,306.1019925660782,1.7767712760654986e-07
1010809290909.0891,74738.9548175447,302.74061842924476,0.1331628563401525
1489.8456462795011,69407.31493935222,349.9710095212373,6.634009720702055e-08
22834420.721558288,110503.28617305346,341.14723895327086,2.7824498663231814e-10
2490360982.2847943,104038.76895069031,294.29071192666254,8.592822927692669e-10
6554366.417243496,36510.20865338663,335.9246387848971,14.156574646919164
199777406.1030719,79050.38716486537,288.0704954309605,9.098652458326956e-07
33755810.45318577,106798.94967421453,339.1573239798089,1.2371419036131267e-09
33765691.43708187,50395.50104771219,310.0499032600149,0.11315493150337047
46254167.73147379,53706.358484068056,294.1146053947273,0.013740491598683674
14634.742654975882,64244.985806232144,315.51411012228874,3.450753608149644e-07
6808061108.3290415,49549.399183821515,338.52999109485734,154.90121824269892
40582271036.27303,84276.3979560954,312.03723997065424,0.00033083885615647977
4398366431.436846,97569.93514049907,325.9090079003583,1.0130771199272762e-06
2090.938075170667,107947.63846307437,282.20249960719127,2.2271518944729458e-17
68482089.33005649,116976.15026526908,337.18807321632255,5.359495719186619e-11
183915846.59212747,33718.911570308104,329.517978705854,855.3028637627701
506171.35659540567,35964.306012344656,339.30755237715897,1.538431739303518
105921796.81964208,112180.56505737963,340.22063648944413,6.631230576136729e-10
218658687930.71588,115382.21730450107,329.91764795441145,1.2248188403851782e-07
166918868254.0531,87321.04610537962,320.6536946176367,0.000997008704466776
4792694.075877791,38884.47393264467,340.8130960694154,5.233491651850637
4153087093238.885,59287.94107378482,324.7028392631951,1208.0402600404327
229381.3325514311,105780.02750532728,328.5286451297916,3.4306232306815038e-12
11147.941294417222,65588.73592503622,321.86945523321805,2.494916776443542e-07
1162913710.3826423,51705.10557530032,327.58763014008395,6.722331652478742
18012.947078785575,41010.72037700206,338.2822542825331,0.00874348706676707
9918412088520.799,116430.94449300099,340.5300987066105,1.4258847498891298e-05
414961279.0108406,77754.00787336138,330.8103155627743,0.00021613454558871514
74376.22277414885,43314.637484450446,282.87801402250125,0.0007695499021421617
481147.9217438379,59816.56146843407,344.085876933391,0.00041515592042220027
181003911.35098574,60809.52439186834,281.2686128673453,0.0009300982768953408
4954.626124711621,31523.066676139504,300.902964976794,0.01742148322558133
6603968808.209595,59441.10463664276,328.0848952285893,2.245330803985507
33529166.069683835,98728.73789895215,293.6609469923087,9.555979070499182e-11
123988.74612046489,32209.17429789739,336.6136446041864,1.2345478919849584
514878.4434961182,67190.93203850984,310.1942366477716,2.572530318288752e-06
584698.056232235,37025.95784201577,333.88550121520944,0.9425819821166287
2782679.4704566146,98386.80832833644,339.3061451494498,2.061885888944383e-09
338741015.1454773,63672.596807148526,318.6916557104711,0.012482700946009982
15284.680375670516,31049.868207545416,309.1987271714878,0.0899840032705497
141007.33636151237,79370.6931201818,316.5727258327091,1.1713983898860782e-08
4054.390343219575,49447.7121440226,314.39207604766574,2.5129196282008116e-05
954296516.3717982,57587.489401908955,331.2298294573543,0.7913761124652974
1835289919.5907125,35363.28352818603,312.1606916364836,2214.4682440310544
6044.948770363528,94814.0007200778,331.6881588062374,7.326768907540796e-12
1720796138.7375817,71569.98204434788,348.94689173568474,0.03435678093929805
205548.02530170733,48076.300101092944,349.2162058344128,0.013046432095482686
9209385.28290533,39598.17718484528,304.2713714640442,1.4784118674909568
12618841120.148499,113979.06705906506,312.2386445176436,1.1074355493284907e-09
4965.017744032503,76320.99832077889,293.0259273755332,1.2663464074922424e-10
14719757187.185059,87785.63307649168,335.4862809636946,0.00032828330005310754
719472.2208462238,33811.966215546236,329.1313860820421,3.049460193512759
68464752780.80579,43085.40292884856,294.8073230290937,1563.2512544959752
1780761.2708909549,51109.41737198979,288.0276021416265,0.001001915040855092
1065347301223.1006,63148.024133758576,294.0915927517804,6.453471705779658
11476705760.57775,37320.8667445746,288.6406646611906,1991.5868945607776
582122.4211618527,46078.70632569121,328.8986127611373,0.028423369797444194
3210.818022536652,73426.16297356665,300.1292695765332,5.583965236336092e-10
2261.5417517843907,109747.56582411981,294.58400587637914,7.866448233684363e-17
373451.4975970984,74790.87408704532,307.7749133862171,7.913889009298715e-08
80413849.09297761,79833.33650495816,313.63998726240544,4.052095001156609e-06
11652896.483117007,46492.14031019645,330.38906402002794,0.5258823027135243
2356416.534128465,67675.35960584748,308.4875434244799,8.186799811242973e-06
150841.6987641093,34165.073172179196,331.0051413597142,0.63725951267641
406439463848.94293,104811.25546832287,312.41653133381703,1.1943447025933825e-06
5722758.449687283,35917.06366176599,290.6610839777971,2.0948580374707175
216468.0757541484,80738.28216485672,337.5797743973482,7.281211490141157e-08
17357333829.61322,47144.66258002816,288.8891551658014,51.9594204366014
14438123331.340107,81100.51776123945,287.5896112455799,2.7947055877652947e-05
1142903684652.2085,64239.083047435815,309.8670805361589,17.122491084806263
6740.886255125838,103048.91468109243,307.2048487576962,2.1141777368827247e-14
60582515494.40884,94766.41852362739,345.50351240304815,0.0002952815712689739
6477463.436130073,69650.88566837202,295.82419837070523,3.2918559644349376e-06
36405801616.45089,101701.79446717504,338.2503517975414,7.238772034679628e-06
31533868.549512744,58341.01204494989,310.4447786584726,0.005041501985889677
8542528807.271174,74762.17837156661,295.66400642999827,0.0005500756597743129
3614663.245833096,48201.60263956465,306.82050796524106,0.023278931816957
2538302511714.375,95323.66111918027,326.50883088811685,0.001433487759993075
655742.8411480457,39369.30009716112,314.8627866722057,0.1897059404719746
33931.186074181875,108203.14396306576,298.1940178548218,3.8076925279964555e-15
817875659696.6674,88922.85453459967,292.5903488356584,0.00010828631917992832
1736247911.5875702,59873.118883315256,310.6042625695402,0.14638724901302672
205603193892.29745,99170.84739335599,319.89017469773853,1.3684903292861035e-05
170940657612.9229,76603.59835740383,312.83830547308423,0.028085384106327372
9643243551.84765,63187.76566895176,326.1905764972455,0.7629769406633587
13379283158.68838,81649.61008253682,322.12252614852315,0.0007657342051518221
9473989230.4367,118876.28312578544,339.8548392622326,5.150154797951681e-09
1328066981.9875581,70006.8067204919,280.7366699602293,0.00012881378729774618
1623351.5568789185,111874.61275448094,316.0309136367663,5.254253249247632e-13
12829656736.36327,54705.864629678064,342.47514233143676,60.60068522023124
28736205.91868707,110616.86656663037,316.9235187567885,1.7615325300734064e-11
5760.630673323474,62997.01305102254,328.9472301337277,5.772527659858444e-07
621649225.7706177,63860.71442130272,284.01129586247225,0.00113080266925829
3786460.4126686277,77794.21517083142,347.58410164018846,7.809617387537003e-06
24831216895.447983,90356.04666642545,299.47663532410473,4.396161808960932e-06
485797578.11814433,61394.21320150084,314.5416371050506,0.03047595348534131
1965122548026.7078,93075.57287223107,309.01294379928873,0.0003575909958829792
599414.191600611,109446.95124968895,310.9438788653602,2.46337887802788e-13
10640.82018941767,87353.31573694987,341.267217045193,4.4749184102607976e-10
216168083.24949276,99936.91110075908,286.2248898433295,1.2756051601205002e-10
2233945.4717065888,34760.394446358565,346.66567472185693,12.671525952971452
11629.23667765419,53364.35900197545,282.03873574466724,1.5331329295527181e-06
38837521.1527464,36294.29530832296,338.75072717453395,97.3363375478823
445598331627.7051,88849.56043638516,293.91159817355566,7.467312217831683e-05
117759.74507536014,86076.68485488382,339.7923838926034,7.0474444830684305e-09
27254.872284431054,99773.44240575795,290.9093897753004,3.4212921030422987e-14
5177.812096917495,116786.80700869755,335.8416370422642,3.544043336926853e-15
35317507631.338974,87514.08058106943,281.27106801157447,1.9526534377427813e-06
270919.58073873736,97583.91121475257,299.0522900211822,2.5063154306365157e-12
6972139754303.54,94166.74892694442,314.5152585168465,0.0016743219993792466
1406811.9665745422,112837.96670096456,335.367891559099,3.724485518681875e-12
253818.2487455766,84521.81891667619,318.9989495821737,3.817677560643622e-09
7727007982.221985,95743.81509509344,344.86042910804855,2.3954055719796132e-05
55445.48223989366,72350.93872115656,333.52883104047703,2.596752062169274e-07
2544512.051770942,85449.50847223456,346.70154987675676,3.497563159294407e-07
15374683.208398163,65008.28005269609,336.70788457021814,0.0013253891013929626
1590.1147927492805,50470.412939887065,326.23542427754654,1.2963581798828953e-05
3851.445479868243,92218.2894970064,303.6631441919048,5.437638872700948e-13
